event_id,timestamp,log_type,severity,scenario,event_source,event_name,principal_id,arn,source_ip,verb,resource_name,namespace,username,pod_ip,is_privileged,src_addr,dst_addr,src_port,dst_port,vpc_bytes,vpc_action,tags_json,request_parameters_json,user_agent,labels_json,controller_owner,service_type,rbac_change,session_type,session_name,issuer,token_ttl_seconds,identity,is_night_time,rolling_burst_count,is_privileged_pod,untrusted_network_hit,missing_tags_score,vpc_bytes_log,is_unknown_identity,public_service_exposure,rbac_escalation,missing_controller_owner,weak_label_score,weak_tag_score,suspicious_session,long_token_ttl,is_true_anomaly
ed14d2ba-5e32-4bdd-89a8-89a75b10fd37,2026-06-20 02:47:57+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,delete,api-gateway-d88c2d92,ci-build,unknown-builder,172.19.4.118,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,4,1,0,2,0.0,1,0,0,0,3,0,0,0,1
9cdf89c0-b781-4d70-8f9f-18a09be8c6be,2026-06-20 02:48:04+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,91.108.4.200,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-06ef0""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-78e63f8d""}",botocore/1,,,,,,,,0.0,build-cache-temp,1,3,0,1,2,0.0,1,0,0,0,0,4,0,0,1
04bbf6d5-685c-4cbe-a560-ebed9d13c7ba,2026-06-20 02:49:00+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,198.51.100.77,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-4e535""}","{""ephemeral"": true, ""region"": ""us-east-1"", ""resource"": ""miner-2fd6b15d""}",terraform/1.8,,,,,,,,0.0,build-cache-temp,1,4,0,1,2,0.0,1,0,0,0,0,4,0,0,1
ed1aa037-4ae4-4da4-a41c-e87b64bc1200,2026-06-20 02:49:59+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,api-gateway-26730f47,default,unknown-builder,172.19.1.120,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,5,1,1,2,0.0,1,0,0,1,3,0,0,0,1
612fc993-55ee-481b-8b4c-398b1c328e56,2026-06-20 02:50:42+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,sts.amazonaws.com,GetCallerIdentity,unknown-builder,arn:aws:iam::123456789012:user/unknown-builder,203.0.113.45,,,,,,0.0,,,0.0,0.0,0.0,,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-2030"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""saml.corp.example"", ""sessionName"": ""unknown-builder-55cad117""}",github-actions-runner,,,,,federation,unknown-builder-4afbcd4cd7,corp-saml,3600.0,unknown-builder,1,6,0,1,2,0.0,1,0,0,0,0,0,1,1,1
c0224217-e16d-4715-93c0-3aea18bd0f12,2026-06-20 02:50:47+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,91.108.4.200,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-b1e7a""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-8bc8cea5""}",terraform/1.8,,,,,,,,0.0,svc-datapipeline-legacy,1,6,0,1,2,0.0,1,0,0,0,0,4,0,0,1
f0132d0c-ef07-4418-872b-29abdb09c4a6,2026-06-20 02:50:47+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,auth-service-3c14bf23,default,svc-datapipeline-legacy,192.168.2.253,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,7,0,1,2,0.0,1,0,0,1,3,0,0,0,1
4134507b-5480-46ce-b83b-0df404c727f9,2026-06-20 02:51:05+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,api-gateway-260bc76f,default,unknown-builder,10.0.1.221,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,6,1,1,2,0.0,1,0,0,1,3,0,0,0,1
8cc552c8-bcbc-4216-8618-12f19267e069,2026-06-20 02:51:06+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,52.94.38.220,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-8c238""}","{""ephemeral"": true, ""region"": ""us-east-1"", ""resource"": ""miner-d21a9c3f""}",botocore/1,,,,,,,,0.0,build-cache-temp,1,3,0,1,2,0.0,1,0,0,0,0,4,0,0,1
d112f7f8-a913-4f35-b773-7b9fac7d83a3,2026-06-20 02:52:25+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,recommendation-engine-c2916f38,default,svc-datapipeline-legacy,192.168.2.181,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,4,1,1,2,0.0,1,0,0,1,3,0,0,0,1
575f3a61-6ed1-40c2-8d45-7fa21e47c6cc,2026-06-20 02:52:26+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,45.142.212.100,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-7a879""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""miner-e400cc17""}",botocore/1,,,,,,,,0.0,svc-datapipeline-legacy,1,5,0,1,2,0.0,1,0,0,0,0,4,0,0,1
2639482a-f0c5-4d9b-8af1-88326ec8c632,2026-06-20 02:52:43+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,api-gateway-95c4d152,ci-build,svc-datapipeline-legacy,10.0.5.132,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,6,1,0,2,0.0,1,0,0,1,3,0,0,0,1
30518e86-c752-4f65-8d4b-8880861b41fe,2026-06-20 02:52:55+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,sts.amazonaws.com,AssumeRole,svc-datapipeline-legacy,arn:aws:sts::123456789012:assumed-role/CICDRole/svc-datapipeline-legacy-6c041c14,91.108.4.200,,,,,,0.0,,,0.0,0.0,0.0,,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 900, ""provider"": ""github-oidc"", ""sessionName"": ""svc-datapipeline-legacy-00cbaece""}",botocore/1,,,,,assumed_role,svc-datapipeline-legacy-18c86106ec,corp-saml,900.0,svc-datapipeline-legacy,1,6,0,1,1,0.0,1,0,0,0,0,0,0,0,1
37969a51-98fa-4b3b-bbaa-85e51ff80926,2026-06-20 02:53:10+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,198.51.100.77,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-6c379""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-6f4a8434""}",github-actions-runner,,,,,,,,0.0,build-cache-temp,1,3,0,1,2,0.0,1,0,0,0,0,4,0,0,1
9ed2686f-b336-47a7-bf77-67aa6b5747a7,2026-06-20 02:53:18+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,auth-service-7cebac70,default,svc-datapipeline-legacy,192.168.2.108,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,7,1,1,2,0.0,1,0,0,1,3,0,0,0,1
66070025-29a3-4279-bb0d-b5a6dc2b7213,2026-06-20 02:53:35+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,sts.amazonaws.com,GetCallerIdentity,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,185.220.101.47,,,,,,0.0,,,0.0,0.0,0.0,,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-2030"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 900, ""provider"": ""saml.corp.example"", ""sessionName"": ""svc-datapipeline-legacy-8c584458""}",terraform/1.8,,,,,federation,svc-datapipeline-legacy-1a98f98559,corp-saml,3600.0,svc-datapipeline-legacy,1,8,0,1,2,0.0,1,0,0,0,0,0,1,1,1
f40a769b-0c3d-4db8-a97e-062fd2a98fdd,2026-06-20 02:53:43+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,payment-processor-2e0d09c8,ci-build,svc-datapipeline-legacy,172.19.4.244,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,9,1,0,2,0.0,1,0,0,1,3,0,0,0,1
af4ec9b1-334d-4e9b-baf9-f9332409c3fa,2026-06-20 02:53:43+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,notification-svc-eb62310b,default,unknown-builder,10.0.0.213,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,4,0,1,2,0.0,1,0,0,1,3,0,0,0,1
e86499cc-eaef-482a-861e-c60b76472fe0,2026-06-20 02:53:48+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,recommendation-engine-fe235a16,default,svc-datapipeline-legacy,192.168.0.103,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,10,0,1,2,0.0,1,0,0,1,3,0,0,0,1
c7128b6a-11bf-4bc7-9a16-25ddcff9ba62,2026-06-20 02:54:41+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,198.51.100.77,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-63227""}","{""ephemeral"": true, ""region"": ""us-east-1"", ""resource"": ""miner-bebc424f""}",terraform/1.8,,,,,,,,0.0,svc-datapipeline-legacy,1,11,0,1,2,0.0,1,0,0,0,0,4,0,0,1
a0d62aa5-0416-451a-9555-1fa826aa804b,2026-06-20 02:55:25+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,sts.amazonaws.com,AssumeRole,svc-datapipeline-legacy,arn:aws:sts::123456789012:assumed-role/CICDRole/svc-datapipeline-legacy-2e91913e,198.51.100.77,,,,,,0.0,,,0.0,0.0,0.0,,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 3600, ""provider"": ""oidc.eks.amazonaws.com"", ""sessionName"": ""svc-datapipeline-legacy-1bed73d0""}",github-actions-runner,,,,,assumed_role,svc-datapipeline-legacy-f3cec89cc4,eks-oidc,600.0,svc-datapipeline-legacy,1,12,0,1,1,0.0,1,0,0,0,0,0,0,0,1
e2b22787-4ede-4c38-8532-aab897b76fed,2026-06-20 02:56:01+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,185.220.101.47,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-24baf""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-6acdbba3""}",github-actions-runner,,,,,,,,0.0,build-cache-temp,1,3,0,1,2,0.0,1,0,0,0,0,4,0,0,1
f7b4c67a-3ab9-46ef-8163-7b409ccdea96,2026-06-20 02:56:01+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,delete,recommendation-engine-10d6bb3c,ci-build,unknown-builder,192.168.4.1,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,3,1,0,2,0.0,1,0,0,0,3,0,0,0,1
fcf65d34-6705-4740-aa3a-7cdfde78c163,2026-06-20 02:56:06+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,recommendation-engine-53cd59b7,ci-build,svc-datapipeline-legacy,172.19.3.72,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,11,0,0,2,0.0,1,0,0,1,3,0,0,0,1
7381c2b4-972d-427a-8457-20b2a33a856f,2026-06-20 02:56:11+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,91.108.4.200,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-b1a7e""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-253a6982""}",aws-cli/2,,,,,,,,0.0,build-cache-temp,1,3,0,1,2,0.0,1,0,0,0,0,4,0,0,1
1eef9f30-0c96-44fa-af35-5789b56d62ae,2026-06-20 02:56:16+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,recommendation-engine-903fb821,ci-build,svc-datapipeline-legacy,172.19.4.156,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,12,0,0,2,0.0,1,0,0,1,3,0,0,0,1
31902720-9dfd-4274-8f0e-60cb96f9c598,2026-06-20 02:56:26+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,recommendation-engine-2ea9198e,ci-build,unknown-builder,10.0.2.30,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,3,1,0,2,0.0,1,0,0,1,3,0,0,0,1
d9e16848-a737-4335-a376-ec07fd3fd03d,2026-06-20 02:56:37+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,api-gateway-6dfe943e,ci-build,unknown-builder,192.168.4.139,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,4,0,0,2,0.0,1,0,0,1,3,0,0,0,1
16971b5f-ae2a-4321-8fdf-9161230e84e0,2026-06-20 02:56:43+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,198.51.100.250,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-a9925""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-b77e0c8e""}",botocore/1,,,,,,,,0.0,svc-datapipeline-legacy,1,13,0,1,2,0.0,1,0,0,0,0,4,0,0,1
331eab09-fbf2-4c6e-becf-dca31d75ca60,2026-06-20 02:56:51+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,198.51.100.77,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-36814""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-d53633ac""}",github-actions-runner,,,,,,,,0.0,svc-datapipeline-legacy,1,14,0,1,2,0.0,1,0,0,0,0,4,0,0,1
ffb3cfcf-d57e-40a9-95c4-a589ff5c90f5,2026-06-20 02:57:17+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,delete,auth-service-2b2ea91c,default,svc-datapipeline-legacy,172.19.0.11,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,15,0,1,2,0.0,1,0,0,0,3,0,0,0,1
7f2cf9fe-8652-43a1-9b6c-024fd040c6bd,2026-06-20 02:57:31+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,sts.amazonaws.com,GetCallerIdentity,unknown-builder,arn:aws:iam::123456789012:user/unknown-builder,185.220.101.47,,,,,,0.0,,,0.0,0.0,0.0,,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""github-oidc"", ""sessionName"": ""unknown-builder-da3937bb""}",aws-cli/2,,,,,federation,unknown-builder-ecef4f10f8,eks-oidc,600.0,unknown-builder,1,5,0,1,2,0.0,1,0,0,0,0,0,1,0,1
6f4ad018-13c7-4c76-93d0-5db3b027a495,2026-06-20 02:57:37+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,payment-processor-f38fee08,ci-build,unknown-builder,10.0.2.11,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,6,0,0,2,0.0,1,0,0,1,3,0,0,0,1
936a2e47-4715-4f1f-a24a-e089e41fee5d,2026-06-20 02:57:55+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,auth-service-d481def7,ci-build,svc-datapipeline-legacy,192.168.1.112,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,12,0,0,2,0.0,1,0,0,1,3,0,0,0,1
af2850ab-95eb-494c-9240-a7e87523e246,2026-06-20 02:58:08+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,delete,metrics-adapter-bb481acb,default,unknown-builder,192.168.0.11,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,7,1,1,2,0.0,1,0,0,0,3,0,0,0,1
621d3a71-6527-4991-b370-1009b25d1723,2026-06-20 02:58:30+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,delete,notification-svc-7026728b,default,unknown-builder,192.168.4.64,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,8,1,1,2,0.0,1,0,0,0,3,0,0,0,1
520627b7-5b8a-46da-9a84-03126b08beb5,2026-06-20 02:58:33+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,45.142.212.100,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-da857""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""miner-6d6a102d""}",botocore/1,,,,,,,,0.0,svc-datapipeline-legacy,1,12,0,1,2,0.0,1,0,0,0,0,4,0,0,1
26afb4d3-e384-4751-942f-3ea009fa5fbd,2026-06-20 02:58:35+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,91.108.4.200,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-a089e""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""miner-26d031ac""}",aws-cli/2,,,,,,,,0.0,svc-datapipeline-legacy,1,12,0,1,2,0.0,1,0,0,0,0,4,0,0,1
a33af4d0-406c-42e4-983c-f65c2cac280a,2026-06-20 02:58:51+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,notification-svc-51da3fc0,ci-build,unknown-builder,192.168.2.165,0.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,unknown-builder,1,8,0,0,2,0.0,1,0,0,1,3,0,0,0,1
b8e5f154-ca61-4718-9d11-0cd8f2981dd1,2026-06-20 02:59:18+00:00,k8s_audit,CRITICAL,scenario_1_crypto_mining,,,,,,create,metrics-adapter-36e9ed0f,ci-build,svc-datapipeline-legacy,172.19.0.126,1.0,,,0.0,0.0,0.0,,,,,"{""app"": ""miner""}",,,,,,,0.0,svc-datapipeline-legacy,1,11,1,0,2,0.0,1,0,0,1,3,0,0,0,1
09e95223-0065-4907-829e-167ef51e4385,2026-06-20 02:59:20+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,ec2.amazonaws.com,RunInstances,build-cache-temp,arn:aws:iam::123456789012:user/build-cache-temp,185.220.101.47,,,,,,0.0,,,0.0,0.0,0.0,,"{""Name"": ""untagged-miner-97d4a""}","{""ephemeral"": true, ""region"": ""us-east-1"", ""resource"": ""miner-15600acf""}",github-actions-runner,,,,,,,,0.0,build-cache-temp,1,3,0,1,2,0.0,1,0,0,0,0,4,0,0,1
43e9dcc5-63a6-458c-a3fe-2bf97484edd4,2026-06-20 02:59:28+00:00,cloudtrail,CRITICAL,scenario_1_crypto_mining,sts.amazonaws.com,GetCallerIdentity,svc-datapipeline-legacy,arn:aws:iam::123456789012:user/svc-datapipeline-legacy,198.51.100.77,,,,,,0.0,,,0.0,0.0,0.0,,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-2030"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""saml.corp.example"", ""sessionName"": ""svc-datapipeline-legacy-42d96f73""}",botocore/1,,,,,federation,svc-datapipeline-legacy-a849c4ecd7,eks-oidc,900.0,svc-datapipeline-legacy,1,12,0,1,2,0.0,1,0,0,0,0,0,1,0,1
